id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
595,GEORGIA ACCESS PROPERTIES LLC,FIRST COLONY MORTGAGE,3344 DOGWOOD DR,ATLANTA,2025-04-24,395000,217000
596,BIRD DOG SOUTHERN LLC,PARK PLACE FINANCE,602 YORKSHIRE RD NE,ATLANTA,2025-04-24,975000,1002500
597,ENGAGE 1 DEVELOPMENT LLC,CLLM RESI PURCHASER TRUST 1,433 RHETT DR,LOGANVILLE,2025-04-24,236000,234500
598,TRUNG CNT LLC,FLEXPOINT,3362 BROCKENHURST DR,BUFORD,2025-04-24,0,194000
599,RELEVANT COUNSELING INC,GENERAL BAPTIST INVESTMENT FUND,917 JACKSON ST,LOCUST GROVE,2025-04-24,320000,350000
600,KERLEY FAMILY HOMES LLC,UNITED COMMUNITY BANK,250 POLK AVE,DALLAS,2025-04-24,230000,556500
601,CANTON HOME INVESTORS LLC,ONWARD HOME MORTGAGE,581 SCOTT MILL RD,CANTON,2025-04-23,229970,160979
602,KC HOME RENOVATION SERVICES LLC,KIAVI FUNDING,313 COUNTRY CLUB DR,JONESBORO,2025-04-23,95000,137500
603,PMV RENTAL PROPERTIES LLC,SARASWAT MAHESH,935 SOUTH AVE,FOREST PARK,2025-04-23,0,100000
604,PRISTINE ESTATES LLC,EASY STREET CAPITAL,7037 SIR GALAHAD WAY,JONESBORO,2025-04-23,140000,181884
605,RLC TOP CONTRACTORS LLC,RAIN CITY CAP LLC,2189 SPEAR POINT DR,MARIETTA,2025-04-23,363000,438300
606,MONTILLA INTERNATIONAL INVESTMENTS LLC,JMS CREATIVE PARTNERS,3193 NECTARINE CIR,DECATUR,2025-04-23,45000,65000
607,WHAT WOULD GOD DO LLC,CL FUND 3,6823 EDMONTON CT,LITHONIA,2025-04-23,140000,214357
608,BELL ACQUISITIONS LLC,NATIONAL LOAN FUNDING,6385 EMERALD POINTE CIR,ATLANTA,2025-04-23,130000,180000
609,CO2 CREATIVE GROUP LLC,CHAMPIONS FUNDING,488 PARK VALLEY DR NW,ATLANTA,2025-04-23,174000,174000
610,389 HARLAN ROAD SW 94 LLC,CL LM RESI PURCHASER TRUST 1,389 HARLAN RD SW,ATLANTA,2025-04-23,205000,169125
611,5 STAR HOME RENOVATIONS LLC,AMERICAN HERITAGE LENDING,130 BONNIE LN,ATLANTA,2025-04-23,560000,618750
612,LITTLE BAY COTTAGES LLC,KIAVI FUNDING,572 MARTIN ST SE,ATLANTA,2025-04-23,145000,194500
613,ABE SCOTT ENTERPRISES LLC,TRIDENT REALTY INVESTMENTS,2966 OLD JONESBORO RD SW,ATLANTA,2025-04-23,365500,443500
614,2544 BROOKDALE LLC,JDAVID REAL PROPERTY,2544 BROOKDALE DR NW,ATLANTA,2025-04-23,949000,1188000
615,SMART CAPITAL USA LLC,ALIBAKHSH AMIR,6830 PAWNEE TRL SE,ACWORTH,2025-04-22,107500,110000
616,STATEWIDE RESTORATION LLC,NEWFI LENDING,1903 TRIPP RD,WOODSTOCK,2025-04-22,575000,460000
617,CCC FUND LLC,TRIDENT REALTY INVESTMENTS,8689 CEDAR CREEK RDG,RIVERDALE,2025-04-22,154000,189000
618,DGS RESIDENTIAL PROPERTIES LLC,LENDINGONE LLC,522 ELIZABETH LN SW,MABLETON,2025-04-22,220000,247290
619,M24 PROPERTIES LLC,DAY RAYNARD,1 SARGENT TIGNER ST,NEWNAN,2025-04-22,78000,73000
620,LEVERAGED GRACE LLC,CHAMPIONS FUNDING,2803 NORGATE LN,DECATUR,2025-04-22,257000,205600
621,ZACARIAS PROPERTIES LLC,EASY STREET CAPITAL,5640 REDAN CIR,STONE MOUNTAIN,2025-04-22,120000,178650
622,LIAM HOMES HOLDINGS LLC,MIDTOWN CAPITAL ADVISORS,1060 RALPH RD NE,ATLANTA,2025-04-22,412000,390000
623,SSI PROPERTIES INC,BARNARD PROPERTIES 2 LLC,260 CHASE DR # 270,FAYETTEVILLE,2025-04-22,300000,299629
624,SSI PROPERTIES INC,BARNARD PROPERTIES 3 LLC,125 MEADOWBROOK CT,FAYETTEVILLE,2025-04-22,600000,601068
625,SSI PROPERTIES INC,BARNARD PROPERTIES 3 LLC,200 MEADOWBROOK CT,FAYETTEVILLE,2025-04-22,600000,601068
626,BANJO WILLIE LLC,KIAVI FUNDING,7402 GOSSAMER ST,UNION CITY,2025-04-22,210000,238200
627,MOONLIGHT SOL LLC,A&D MORTGAGE,2861 WINDSOR FORREST CT,ATLANTA,2025-04-22,192000,153600
628,IP CONSULTING LLC,PIA LENDING,1369 ALMONT DR SW,ATLANTA,2025-04-22,121000,308600
629,ALIF VENTURES LLC,AIA DEVELOPERS,1430 SAINT FRANCIS AVE,ATLANTA,2025-04-22,325000,237500
630,BMB ACQUISITIONS LLC,CONVENTUS,1553 EZRA CHURCH DR NW,ATLANTA,2025-04-22,230000,304000
631,RHYNES PROPERTY GROUP LLC,RCN CAPITAL,108 HILLSIDE AVE SE,ATLANTA,2025-04-22,130000,104000
632,COWART RESIDENTIAL LLC,BANK UNITED,2978 HOG MOUNTAIN RD,DACULA,2025-04-22,440000,1300000
633,GARBROOKE COVE LLC,FIRST HORIZON,1910 GARBROOKE CV,LAWRENCEVILLE,2025-04-22,0,236250
634,CLICK HOUSE BUYERS INC,BRAVE HAWK CAPITAL,400 HUNT RIVER WAY,SUWANEE,2025-04-22,335000,310000
635,RYCE REALTY PARTNERS LLC,HOUSEMAX FUNDING LLC,5619 BEAVER DR SW,MABLETON,2025-04-21,165000,179800
636,UPPER HOMES LLC,PIMLICO GROUP LLC,221 PIEDMONT RD NE,MARIETTA,2025-04-21,214500,175000
637,CL3 FITNESS & WELLNESS LLC,KIAVI FUNDING,131 NORTH AVE,JONESBORO,2025-04-21,130000,169500
638,CL3 FITNESS & WELLNESS LLC,KIAVI FUNDING,131 NORTH AVE,JONESBORO,2025-04-21,130000,169500
639,PRC USA LLC,EQUITY PRIME MORTGAGE,839 KENNESAW DR,FOREST PARK,2025-04-21,0,224900
640,UNION GROUP PROPERTIES LLC,NATIONAL LOAN FUNDING LLC,630 OAKLAND DR SE,MARIETTA,2025-04-21,152000,244800
641,198 MAYSON AVE LLC,SHELTER HOME MORTGAGE,198 MAYSON AVE NE,ATLANTA,2025-04-21,0,610000
642,LIAM HOMES HOLDINGS LLC,MARILIN HOLDINGS LLP,339 LELAND TER NE,ATLANTA,2025-04-21,390000,390000
643,1690 EAGLECREEK LLC,OAKTREE FUNDING CORP,1690 EAGLECREEK TRL,CUMMING,2025-04-21,285000,276500
644,TAG TEAM PROPERTY SOLUTIONS LLC,KIAVI FUNDING,1447 ANDREWS ST NW,ATLANTA,2025-04-21,265000,311500
645,PLUSH NAILBAR LLC,EASY STREET CAPITAL,6456 WRIGHT RD,ATLANTA,2025-04-21,450000,493500
646,2897 HEDGEWOOD DRIVE NW 92 LLC,CL LM RESI PURCHASER TRUST 1,2897 HEDGEWOOD DR NW,ATLANTA,2025-04-21,215000,177375
647,OLIVER CONSULTING GROUP LLC,STENICK,2911 PINE VALLEY CIR,ATLANTA,2025-04-21,74000,75000
648,BELL ACQUISITIONS LLC,NATIONAL LOAN FUNDING,4645 RIVEREDGE CV,SNELLVILLE,2025-04-21,300000,343000
649,HIGHER UP INVESTMENTS LLC,LOAN MOUNTAIN INVESTMENTS SUB REIT,209 GRIFFIN ST,LAWRENCEVILLE,2025-04-21,185000,204750
650,D & K CAPITAL LLC,TUCKY LENDING,2872 MOSSY CREEK DR,STONE MOUNTAIN,2025-04-21,135000,202000
651,POWDER CREEK PROPERTIES LLC,KDG PROPERTIES,UNASSIGNED ADDRESS,,2025-04-21,125000,126968
652,RESTORE PROPERTIES LLC,MID ATLANTIC SENIOR SECURED INCOME FUND,1236 SAXONY DR SE,CONYERS,2025-04-21,275000,310000
653,UNUS GRATIA INC,OAKTREE FUNDING,747 WHEEL HOUSE LN,MONROE,2025-04-18,102500,115128
654,RVN HOMES LLC,CAPITAL FOR REAL ESTATE,303 RIDGEWOOD TRL,CANTON,2025-04-18,400000,310000
655,LEGENDARY ICONS LLC,UNITED WHOLESALE,6433 VALLEY BROOK DR,RIVERDALE,2025-04-18,0,170250
656,TREVOROON LLC,AFFINITY BANK,4779 SURREY RD,ROSWELL,2025-04-18,1100000,935000
657,TRUE PROPERTY RESOLUTIONS LLC,SILVER HILL FUNDING LLC,2701 WINDSOR CT NW,KENNESAW,2025-04-18,252257,308867
658,URBAN LODGE HOLDINGS LLC,RAIN CITY CAP LLC,40 SANDERLIN MOUNTAIN DR,JASPER,2025-04-18,375000,385000
659,BW HOME SOLUTIONS LLC,WILLIAMS JOE DAN,3013 HUNTSHIRE PL,ATLANTA,2025-04-18,375000,388158
660,2077 PROPERTIES LLC,FIRST CITIZENS BANK,2077 CARTHAGE RD,TUCKER,2025-04-18,0,335750
661,GUILLOS PROPERTIES LLC,NEXA MTG LLC,4617 PALM DR,DOUGLASVILLE,2025-04-18,208000,166400
662,PS BALLPOINT,CAPITAL FUND I LLC,1042 OVERLOOK DR,VILLA RICA,2025-04-18,455000,386000
663,328 CHARLES LLC,LOGAN FINANCE,328 CHARLES PL,ROSWELL,2025-04-18,402000,402000
664,SUM OF SOUNDS LLC,INVESTOR MORTGAGE FINANCE,646 MAGNOLIA ST NW,ATLANTA,2025-04-18,0,297750
665,TNT PROPERTIES & ESTATES LLC,KIAVI FUNDING,1675 DODSON DR SW,ATLANTA,2025-04-18,450000,599900
666,GARCIA STONE HOLDINGS LLC,CV3 FINANCIAL SERVICES,182 SWEETGUM RD,LAWRENCEVILLE,2025-04-18,0,220000
667,13 OAKS LLC,COX ELVIRA P,4028 YELLOW PINE DR SW,LILBURN,2025-04-18,177500,117500
668,STANDING STONE GROUP LLC,NATIONAL LOAN FUNDING,975 MEMORY LN,LAWRENCEVILLE,2025-04-18,248000,210800
669,BRIDGEWAY REALTY SOLUTIONS LLC,BPL MORTGAGE,1431 CHAMBERS RD,MCDONOUGH,2025-04-18,590000,429000
670,529 HOLDINGS LLC,THOMAS HOPE,1997 VILLA RICA HWY,DALLAS,2025-04-18,180000,180000
671,DGS RESIDENTIAL PROPERTIES LLC,LENDINGONE LLC,3483 WINTER CHASE DR,MARIETTA,2025-04-17,685000,513750
672,IRIS CITY RESIDENTIAL LLC,EXCHANGE BANK,106 MANLEY DR,GRIFFIN,2025-04-17,125000,3050950
673,JEM PROPERTIES & INVESTMENTS THREE INC,LOAN MOUNTAIN INVESTMENTS SUB REIT,7592 DIDWELL CT,JONESBORO,2025-04-17,180000,193600
674,SCIG FUND 1 LLC,RFLF 4,1145 BROOKSTONE RD,ATLANTA,2025-04-17,130000,158500
675,MURUGAN BUILDERS LLC,KIAVI FUNDING INC,4128 WORTH ST NW,ACWORTH,2025-04-17,235000,307800
676,NOVEL HOUSING LLC,KIAVI FUNDING,2340 DAWN DR,DECATUR,2025-04-17,135000,242800
677,MP REALTY & CONSTRUCTION LLC,GROUNDFLOOR CREDIT 1,3706 LONDONDERRY CT,LITHONIA,2025-04-17,195000,233799
678,KALONJI INVESTMENTS LLC,HOUSEMAX FUNDING,2726 PENWOOD PL,LITHONIA,2025-04-17,70000,86250
679,DIAMOND CODE INC,PRYCE ROHAN,2207 SHANCEY LN,ATLANTA,2025-04-17,75000,152000
680,AUSTIN HOLDINGS LLC,EMPORIUM TPO,1870 SANDGATE CIR,ATLANTA,2025-04-17,230000,184000
681,3730 LEISURE LANE 96 LLC,CL LM RESI PURCHASER TRUST 1,3730 LEISURE LN,ATLANTA,2025-04-17,185000,152625
682,MOGUL 2106 GOLDEN DAWN LLC,VONTIVE,2106 GOLDEN DAWN DR SW,ATLANTA,2025-04-17,310000,213500
683,ROYAL PERUVIAN GOLD INC,APEX DEBT FUND 1,358 PATTERSON RD,LAWRENCEVILLE,2025-04-17,200000,223000
684,BUMBLEBEE CAPITAL LLC,ATTAINIT SOLUTIONS,100 KENT ROCK RD,LOGANVILLE,2025-04-17,435000,280000
685,SPRINGWOOD PROPERTY INVESTORS LLC,KIAVI FUNDING,221 REMINGTON LN,ACWORTH,2025-04-17,182457,221400
686,L & L FOREVER HOMES INC,FIRST NATIONAL BANK OF GRIFFIN,89 BOBBIE CT,MOLENA,2025-04-17,30000,20000
687,SILVER HILL HOMES LLC,WINDSOR DEV COMPANY LLC,2365 WINDSOR BLUFFS DR,CUMMING,2025-04-17,900000,100000
688,SILVER HILL HOMES LLC,WINDSOR DEV COMPANY LLC,2355 WINDSOR BLUFFS DR,CUMMING,2025-04-17,900000,100000
689,SILVER HILL HOMES LLC,WINDSOR DEV COMPANY LLC,2325 WINDSOR BLUFFS DR,CUMMING,2025-04-17,900000,100000
690,SILVER HILL HOMES LLC,WINDSOR DEV COMPANY LLC,2315 WINDSOR BLUFFS DR,CUMMING,2025-04-17,900000,100000
691,PURCHASING FUND 2021 1 LLC,HOUSEMAX FUNDING,146 CIRCLE HILL DR,DALLAS,2025-04-16,0,646000
692,DCH HOMES LLC,KIAVI FUNDING,8649 CEDAR CREEK RDG,RIVERDALE,2025-04-16,167500,203800
693,AMERICAN STARSPLAS ENGINEERING INC,EAST WEST BANK,1203 BONSHAW TRL,MARIETTA,2025-04-16,721800,433000
694,WEST DEKLE PROPERTY SOLUTIONS LLC,KIAVI FUNDING INC,1909 WINDING CREEK LN SW,MARIETTA,2025-04-16,236840,284800
695,HNB SERVICES INC,EASY STREET CAPITAL,2784 OXFORD DR,DECATUR,2025-04-16,125000,127875
696,2458 KELLY LAKE DRIVE INDUSTRIES LLC,DHM INDUSTRIES,2458 KELLY LAKE DR,DECATUR,2025-04-16,200000,287120
697,SBS PARKING ENFORCEMENT LLC,CAPITAL FUND I,1675 WHITE OAK WAY,DECATUR,2025-04-16,158000,196000
698,RIZ COMMUNITIES & DEVELOPMENT LLC,OAKTREE FUNDING,3054 FIELDS DR,LITHONIA,2025-04-16,0,128100
699,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,878 OAKLAND DR SW,ATLANTA,2025-04-16,0,332000
700,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,139 LAWTON ST SW,ATLANTA,2025-04-16,0,340000
701,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,147 LAWTON ST SW,ATLANTA,2025-04-16,0,340000
702,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,159 LAWTON ST SW,ATLANTA,2025-04-16,0,340000
703,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,229 LAWTON ST SW,ATLANTA,2025-04-16,0,340000
704,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,1382 HAWTHORNE WAY,ATLANTA,2025-04-16,0,264000
705,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,3034 W EAST POINT ST,EAST POINT,2025-04-16,0,264000
706,VLRD REALTY LLC,TRIUS LENDING PARTNERS REIT I,2840 BROOKFORD LN SW,ATLANTA,2025-04-16,175000,175000
707,SL HOLDINGS ATLANTA LLC,COMMERCIAL LENDER,270 17TH ST NW UNIT 1008,ATLANTA,2025-04-16,0,262400
708,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,2661 MACON DR SW,ATLANTA,2025-04-16,0,328000
709,2673 ELSINORE STREET LLC,CONSTRUCTION LOAN SERVICES 2,2516 SEMMES ST,ATLANTA,2025-04-16,0,199200
710,PURCHASING FUND 2021 1 LLC,HOUSEMAX FUNDING,2537 BAKER RD NW,ATLANTA,2025-04-16,0,247500
711,45 IVAN ALLEN JR 2701 LLC,CONSTRUCTION LOAN SERVICES II,4078 KENORA DR SW,ATLANTA,2025-04-16,0,285600
712,ATLANTA PRESTIGE REAL ESTATE LLC,AMWEST FUNDING,1249 HERRINGTON RD,LAWRENCEVILLE,2025-04-16,325000,221000
713,HBI HOME SOLUTIONS LLC,KIAVI FUNDING,3191 BRISTOL LN,DULUTH,2025-04-16,290000,261000
714,PURCHASING FUND 2021 1 LLC,HOUSEMAX FUNDING,484 CATHEDRAL DR,MCDONOUGH,2025-04-16,260000,234000
715,FREEDOM REALTY SOLUTIONS LLC,CARYN RUSSELL ROTH IRA HOLDINGS,4 MULBERRY ST,COVINGTON,2025-04-16,60000,70000
716,SPRINGWOOD PROPERTY INVESTORS LLC,MASALEX PROPERTIES LLC,6800 BROOKWOOD CT,DOUGLASVILLE,2025-04-15,206300,235000
717,CONLEY CONNECT LLC,TRIDENT REALTY INVESTMENTS,6238 LANCE LN,RIVERDALE,2025-04-15,200000,286500
718,DGS RESIDENTIAL PROPERTIES LLC,LENDINGONE LLC,420 NORTHLAND RD SW,MABLETON,2025-04-15,255000,289700
719,HR ENTERPRISE GROUP LLC,GASPER LEO,2649 SPRING DR SE,SMYRNA,2025-04-15,338000,288000
720,BRIGHTORCHID LLC,BUDIMAN INDRIASTI,201 RIVERVIEW DR SE,MARIETTA,2025-04-15,320000,170000
721,APPS GROUP LLC,GUARANTEED RATE INC,2982 N MAIN ST NW,KENNESAW,2025-04-15,620000,297600
722,BELTRAN RENOVATIONS LLC,PARK PLACE FINANCE,2740 PASCO LN SE,ATLANTA,2025-04-15,230000,204400
723,SAH REAL ESTATE HOLDINGS LLC,ARCHWEST FUNDING,3599 BRYCEWOOD DR,DECATUR,2025-04-15,0,213750
724,SAH REAL ESTATE HOLDINGS LLC,ARCHWEST FUNDING,3601 BRYCEWOOD DR,DECATUR,2025-04-15,0,213750
725,SAH REAL ESTATE HOLDINGS LLC,ARCHWEST FUNDING,3603 BRYCEWOOD DR,DECATUR,2025-04-15,0,213750
726,SAH REAL ESTATE HOLDINGS LLC,ARCHWEST FUNDING,3605 BRYCEWOOD DR,DECATUR,2025-04-15,0,213750
727,SAH REAL ESTATE HOLDINGS LLC,ARCHWEST FUNDING,3607 BRYCEWOOD DR,DECATUR,2025-04-15,0,213750
728,ZACARIAS PROPERTIES LLC,COMMERCIAL LENDER,944 PINE RIDGE DR,STONE MOUNTAIN,2025-04-15,180000,221250
729,ATW INVESTMENT INC,BOXCAR MORTGAGE,900 MELL AVE APT 15A,CLARKSTON,2025-04-15,0,93750
730,4SQUARE SERVICES LLC,TRIDENT REALTY INVESTMENTS,4067 DINMONT CHASE,ATLANTA,2025-04-15,285000,325172
731,MARULA INVESTMENTS LLC,OZE FUND 3 GA LENDING,28 GERTRUDE PL NW,ATLANTA,2025-04-15,85000,238000
732,SUMMERTIME PROPERTY HOLDINGS LLC,VELOCITY COMMERCIAL CAPITAL,4071 CODEL ST SW,ATLANTA,2025-04-15,0,165000
733,WHITE STREET GROUP LLC,LIMA ONE CAPITAL,826 WHITE ST SW,ATLANTA,2025-04-15,290000,296250
734,PREMIERE GLOBAL NEXUS LLC,CAPITAL FUND I,2925 DELOWE DR,ATLANTA,2025-04-15,155000,174000
735,DICKE LLC,FIRST COLONY MORTGAGE,817 CLEMONT DR NE,ATLANTA,2025-04-15,1250000,850000
736,TRIFECTA REALTY PARTNERS LLC,ALFORD DANIEL,120 BISCAYNE DR NW APT B4,ATLANTA,2025-04-15,110000,30000
737,NASYA HOMES LLC,NQM FUNDING,357 SANCHO DR,LAWRENCEVILLE,2025-04-15,0,217000
738,RESTORE PROPERTIES LLC,BADGER REAL ESTATE,237 SANDRA DR NW,LILBURN,2025-04-15,200000,215000
739,TRIDENT REALTY INVESTMENTS ATLAS SPV LLC,SUMMIT FUNDING,308 GOLDENROD DR,STOCKBRIDGE,2025-04-15,195000,115000
740,GHI CAPITAL LLC,KIAVI FUNDING,90 OAKWOOD DR,COVINGTON,2025-04-15,350000,325000
741,BEAM SOLUTIONS LLC,MAGNOLIA BANK,10226 STONE ST NW,COVINGTON,2025-04-15,0,217500
742,FOUR CREEKS FARM LLC,MORGAN STANLEY PRIVATE BANK,2680 HIGHWAY 229,MANSFIELD,2025-04-15,0,1762500
743,CCC INVESTMENT GROUP LLC,COMMERCIAL LENDER,407 NORTHSIDE DR,GRIFFIN,2025-04-15,115000,132050
744,JV PROPERTIES INVESTMENT INC,MOSS WAYNE J,1563 WILLIAMSON RD,GRIFFIN,2025-04-15,130000,120000
745,BERCHER HOMES LLC,COASTAL STATES BANK,338 REESE WAY,BALL GROUND,2025-04-15,200000,678000
746,WHITE CREEK BUILDERS LLC,SOUTHERN STATES BANK,PRESLEY FARM PKWY,ROCKMART,2025-04-15,0,247000
747,WHITE CREEK BUILDERS LLC,SOUTHERN STATES BANK,PRESLEY FARM PKWY,ROCKMART,2025-04-15,0,237200
748,DGS RESIDENTIAL PROPERTIES LLC,LENDINGONE,90 LAKE AVALON CT,DALLAS,2025-04-14,190000,225950
749,PEACHTREE DUNWOODY PROPERTIES LLC,BPL MORTGAGE,206 LAUREL ST,GRIFFIN,2025-04-14,130000,116000
750,ED JONES AUTOBROKERS LLC,GROUNDFLOOR CREDIT 1,9025 HUNTWOOD LN,RIVERDALE,2025-04-14,150000,168751
751,PHILLIPS BROTHERS ACQUISITIONS LLC,ABACAB,195 BEVERLY PARK CT,NEWNAN,2025-04-14,145000,165000
752,ALLENTOWN FAMILY HOLDINGS LLC,DREAM GREEN ENVIRONMENTAL LLC,80 VALLEY BROOK DR,DAWSONVILLE,2025-04-14,325000,200000
753,INDUS EAGLE LLC,LAND JOHN,950 SIGN BOARD GAP RD,DAWSONVILLE,2025-04-14,714000,275000
754,FLEUR DE LEES LLC,TVC FUNDING II,6322 PHILLIPS CREEK DR,LITHONIA,2025-04-14,155000,182222
755,ATW INVESTMENT INC,BOXCAR MORTGAGE,900 MELL AVE APT 7A,CLARKSTON,2025-04-14,0,93750
756,BUMBLEBEE CAPITAL LLC,LEI XU,194 SCENIC VIEW LN,STONE MOUNTAIN,2025-04-14,234237,160000
757,HAVINN HOLDINGS LLC,CUNNINGHAM RORY LEE,175 RIVER COURT PKWY,ATLANTA,2025-04-14,513000,500000
758,WOODHAVEN LLC,INSIGNIA CAPITAL,3543 WOODHAVEN RD NW,ATLANTA,2025-04-14,0,2500000
759,RICHARDSON DIPALMA LLC,AMERICAN PRIDE BANK,836 HOLMAN RD,MONTICELLO,2025-04-14,1400000,1139350
760,CROWNED VENTURES LP,AMERICAN HERITAGE LENDING,2057 LILAC LN,DECATUR,2025-04-13,0,244200
761,GCO CAPITAL LLC,ANCHOR LOANS LP,2762 WHITEHURST DR NE,MARIETTA,2025-04-11,520000,468000
762,JUDAS ARCH LLC,OAKTREE FUNDING,1046 WHEEL HOUSE LN,MONROE,2025-04-11,115000,116250
763,ANNECY REAL PROPERTY DEVELOPMENT INC,OAKTREE FUNDING,944 OLD MILL PT,MONROE,2025-04-11,102500,115128
764,UNUS GRATIA INC,OAKTREE FUNDING,728 WHEEL HOUSE LN,MONROE,2025-04-11,95000,108753
765,UNUS GRATIA INC,OAKTREE FUNDING,750 WHEEL HOUSE LN,MONROE,2025-04-11,95000,108285
766,SALON DE EVENTOS LA MANSION LLC,SOUTHSTATE BANK,15046 HIGHWAY 19,GRIFFIN,2025-04-11,896600,720000
767,JHB HOLDING CO LLC,AXELRAD CAPITAL,785 BRIAN LN,FOREST PARK,2025-04-11,200000,346500
768,NAIM AUTO SALES LLC,212 LOANS LLC,3232 VALLEY VIEW ST,POWDER SPRINGS,2025-04-11,225000,237500
769,B & Y TIRES & BRAKES REPAIRS LLC,PINNACLE BANK,1555 CEDAR GROVE RD,CONLEY,2025-04-11,359000,287200
770,CREATIVE DSP LLC,SOUTHERN FLIPCO FINANCIAL,2233 BRANNEN RD SE,ATLANTA,2025-04-11,135000,233820
771,J & J INFINITY INVESTMENTS LLC,LOAN FUNDER SERIES 100250,2968 EDNA LN,DECATUR,2025-04-11,215000,309100
772,BUILDING BROTHERS LLC,SITUS FUNDING SOLUTIONS,18 WYMAN ST NE,ATLANTA,2025-04-11,400000,364000
773,Vinebrook,FAIRWAY INDEPENDENT MORTGAGE,2304 HAMPTON DR,DECATUR,2025-04-11,0,216015
774,SHORUN PROPERTIES LLC,AMERICAN HERITAGE LENDNG,6120 RALEIGH OAKS CT,LITHONIA,2025-04-11,177500,133125
775,SOUTHERN STATE INVESTMENTS LLC,EASY STREET CAPITAL,2376 MELINDA DR NE,ATLANTA,2025-04-11,486716,581000
776,RYCE REALTY PARTNERS LLC,HOUSEMAX FUNDING LLC,4651 PALM DR,DOUGLASVILLE,2025-04-11,155000,155750
777,CHOISIS PROPERTIES LLC,HOMEXPRESS MORTGAGE,5155 WEXFORD LN,NORCROSS,2025-04-11,555000,424575
778,SAJA ENTERPRISES LLC,BPL MORTGAGE,907 STRAWBERRY CT,ELLENWOOD,2025-04-11,149000,153000
779,PIEDMONT RESIDENTIAL LLC,AMERIS BANK,UNASSIGNED ADDRESS,DALLAS,2025-04-11,96000,224000
780,RYBO CAPITAL HOLDINGS INC,MULTICADE INVESTMENTS LLC,3571 CLUBLAND DR,MARIETTA,2025-04-10,750000,750000
781,MOZYR LLC,BOWEN CYNTHIA K,837 FAWNFIELD DR,MONROE,2025-04-10,300000,290000
782,WEST HERITAGE HOMES LLC,SOUTHERN STATES BANK,245 OLD BREMEN RD,TEMPLE,2025-04-10,250000,249475
783,REIMAGINE VENTURES LLC,ORANGE SPARTAN,2265 COLONY DR,CANTON,2025-04-10,300000,301538
784,GROGAN STREET INVESTMENTS LLC,NIX PATRICIA TRUST,120 GROGAN ST,BALL GROUND,2025-04-10,185000,165000
785,DREAMHOME PROPERTIES LLC,KIAVI FUNDING,9653 WASHINGTON CIR,JONESBORO,2025-04-10,190000,221700
786,NEXT RESIDENTIAL LLC,PRIME LENDING LLC,203 BRIDGE LN SE,SMYRNA,2025-04-10,122000,109800
787,BLUEPRINT HOMES LLC,AFF INVESTMENT MANAGER,255 VILLAGE PARK DR,NEWNAN,2025-04-10,305000,305000
788,CLASSIC SHOP 01 LLC,PARK PLACE FINANCE,2496 SHILOH DR,DECATUR,2025-04-10,196000,176400
789,HOMES BY UNIQUE LLC,NATIONAL LOAN FUNDING,845 HERITAGE OAKS DR,STONE MOUNTAIN,2025-04-10,90000,128775
790,BAZILLION HOLDINGS LLC,KIAVI FUNDING,3909 S CREEK CT,STONE MOUNTAIN,2025-04-10,115000,168400
791,SNOWBALL ACQUISITIONS LLC,EASY STREET CAPITAL,1111 CLAIREMONT AVE APT J6,DECATUR,2025-04-10,130000,157000
792,SLATE PROPERTIES LLC,BANK OZK,103 12TH ST,CUMMING,2025-04-10,325000,260000
793,PROPERTY ROTATION LLC,TEXAS FLIPCO FINANCIAL,310 WOLF DOWNS WAY,ATLANTA,2025-04-10,185000,183750
794,AVALON AVENIDA LLC,LOAN MOUNTAIN INVESTMENTS SUB REIT,1006 BURNT HICKORY DR SW,ATLANTA,2025-04-10,240000,301500
795,ASCOT INVESTMENT CO INC,FIRST OPTION MORTGAGE,3465 CALLIE STILL RD,LAWRENCEVILLE,2025-04-10,450000,360000
796,AAA SOCOP LLC,ANGELES FAMILY PROPERTIES,5804 GOLDEN WEST TRL SW,LILBURN,2025-04-10,0,267000
797,ADE 1170 LLC,RIVAN COMMERCE PLACE,49 MELODY LN,LAWRENCEVILLE,2025-04-10,2128000,2151360
798,BRADLYN PROPERTIES INC,ANCHOR LOANS,322 BLACK WILLOW CT,LOCUST GROVE,2025-04-10,233000,254984
799,VINE PROPERTY LIFE LLC,KIAVI FUNDING,75 HAVENWOOD LN,COVINGTON,2025-04-10,215000,263400
800,KEYSTONE COMMUNITIES LLC,UNITED BANK,BENSON MEADOWS DR,DALLAS,2025-04-10,0,309784
801,PURCHASING FUND 2021 1 LLC,HOUSEMAX FUNDING,2340 PERSIMMON CHASE,MONROE,2025-04-10,505000,445500
